,project,specification,descriptor,version,coordinate,frame,extension,filename,filepath,file_error,file_traits,asset_name,asset_path,asset_type,asset_traits,asset_error,asset_valid,width,width_error,filepath_relative,asset_path_relative
10,proj001,spec001,pizza,2,"[0, 1]",4,png,p-proj001_s-spec001_d-pizza_v002_c0000-0001_f0004.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v002/p-proj001_s-spec001_d-pizza_v002_c0000-0001_f0004.png,,"{'project': 'proj001', 'specification': 'spec001', 'descriptor': 'pizza', 'version': 2, 'coordinate': [0, 1], 'frame': 4, 'extension': 'png'}",p-proj001_s-spec001_d-pizza_v002,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v002,sequence,"{'project': ['proj001', 'proj001', 'proj001', 'proj001', 'proj001', 'proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001', 'spec001', 'spec001', 'spec001', 'spec001', 'spec001'], 'descriptor': ['pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza'], 'version': [2, 2, 2, 2, 2, 2, 2, 2], 'coordinate': [[0, 0], [0, 0], [0, 0], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 3, 4, 1, 2, 3, 4], 'extension': ['png', 'png', 'png', 'png', 'png', 'png', 'png', 'png']}",,True,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v002/p-proj001_s-spec001_d-pizza_v002_c0000-0001_f0004.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v002
11,,,,,,,txt,misc.txt,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/misc.txt,"Specification not found in ""misc.txt"". (at char 0), (line:1, col:1)",{},,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/misc.txt,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
12,,spec000,,,,,png,p-proj001_s-spec0001_d-pizza_v003_c0000-0001_f0005.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec0001_d-pizza_v003_c0000-0001_f0005.png,KeyError( Specification not found. ),{},,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec0001_d-pizza_v003_c0000-0001_f0005.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
13,,spec001,,,,,png,p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png,"ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )","{'filename_error': 'ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'}",,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,sequence,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
14,proj001,spec001,kiwi,3,"[0, 1]",1,png,p-proj001_s-spec001_d-kiwi_v003_c0000-0001_f0001.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-kiwi_v003_c0000-0001_f0001.png,ValidationError( ['Invalid asset directory name. Expecting: p-proj001_s-spec001_d-kiwi_v003. Found: p-proj001_s-spec001_d-pizza_v003 in /tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-kiwi_v003_c0000-0001_f0001.png.'] ),"{'project': 'proj001', 'specification': 'spec001', 'descriptor': 'kiwi', 'version': 3, 'coordinate': [0, 1], 'frame': 1, 'extension': 'png'}",,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,sequence,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-kiwi_v003_c0000-0001_f0001.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
15,proj001,spec001,pizza,3,"[0, 1]",2,png,p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0002.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0002.png,,"{'project': 'proj001', 'specification': 'spec001', 'descriptor': 'pizza', 'version': 3, 'coordinate': [0, 1], 'frame': 2, 'extension': 'png'}",p-proj001_s-spec001_d-pizza_v003,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,sequence,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0002.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
16,proj001,spec001,pizza,3,"[0, 1]",4,png,p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0004.png,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0004.png,,"{'project': 'proj001', 'specification': 'spec001', 'descriptor': 'pizza', 'version': 3, 'coordinate': [0, 1], 'frame': 4, 'extension': 'png'}",p-proj001_s-spec001_d-pizza_v003,/tmp/projects/proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003,sequence,"{'filename_error': ['ParseException( Illegal descriptor field token in ""p-proj001_s-spec001_d-PIZZA_v003_c0000-0001_f0003.png"". Expecting: [a-z0-9][a-z0-9-]* )'], 'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec001', 'spec001', 'spec001'], 'descriptor': ['kiwi', 'pizza', 'pizza'], 'version': [3, 3, 3], 'coordinate': [[0, 1], [0, 1], [0, 1]], 'frame': [1, 2, 4], 'extension': ['png', 'png', 'png']}","DataError(
{'filename_error': 'Rogue field'}
)",False,,,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003/p-proj001_s-spec001_d-pizza_v003_c0000-0001_f0004.png,proj001/spec001/pizza/p-proj001_s-spec001_d-pizza_v003
17,proj001,spec002,taco,1,,0,jpg,p-proj001_s-spec002_d-taco_v001_f0000.jpg,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0000.jpg,,"{'project': 'proj001', 'specification': 'spec002', 'descriptor': 'taco', 'version': 1, 'frame': 0, 'extension': 'jpg', 'width': 4}",p-proj001_s-spec002_d-taco_v001,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001,sequence,"{'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec002', 'spec002', 'spec002'], 'descriptor': ['taco', 'taco', 'taco'], 'version': [1, 1, 1], 'frame': [0, 1, 2], 'extension': ['jpg', 'jpg', 'jpg'], 'width': [4, 4, 4]}","DataError(
{'extension': ValidationError([ErrorMessage('jpg != exr.', None)]),
 'height': ConversionError([ErrorMessage('This field is required.', None)]),
 'width': ValidationError([ErrorMessage('4 != 1024.', None)])}
)",False,4,,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0000.jpg,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001
18,proj001,spec002,taco,1,,1,jpg,p-proj001_s-spec002_d-taco_v001_f0001.jpg,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0001.jpg,,"{'project': 'proj001', 'specification': 'spec002', 'descriptor': 'taco', 'version': 1, 'frame': 1, 'extension': 'jpg', 'width': 4}",p-proj001_s-spec002_d-taco_v001,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001,sequence,"{'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec002', 'spec002', 'spec002'], 'descriptor': ['taco', 'taco', 'taco'], 'version': [1, 1, 1], 'frame': [0, 1, 2], 'extension': ['jpg', 'jpg', 'jpg'], 'width': [4, 4, 4]}","DataError(
{'extension': ValidationError([ErrorMessage('jpg != exr.', None)]),
 'height': ConversionError([ErrorMessage('This field is required.', None)]),
 'width': ValidationError([ErrorMessage('4 != 1024.', None)])}
)",False,4,,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0001.jpg,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001
19,proj001,spec002,taco,1,,2,jpg,p-proj001_s-spec002_d-taco_v001_f0002.jpg,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0002.jpg,,"{'project': 'proj001', 'specification': 'spec002', 'descriptor': 'taco', 'version': 1, 'frame': 2, 'extension': 'jpg', 'width': 4}",p-proj001_s-spec002_d-taco_v001,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001,sequence,"{'project': ['proj001', 'proj001', 'proj001'], 'specification': ['spec002', 'spec002', 'spec002'], 'descriptor': ['taco', 'taco', 'taco'], 'version': [1, 1, 1], 'frame': [0, 1, 2], 'extension': ['jpg', 'jpg', 'jpg'], 'width': [4, 4, 4]}","DataError(
{'extension': ValidationError([ErrorMessage('jpg != exr.', None)]),
 'height': ConversionError([ErrorMessage('This field is required.', None)]),
 'width': ValidationError([ErrorMessage('4 != 1024.', None)])}
)",False,4,,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001/p-proj001_s-spec002_d-taco_v001_f0002.jpg,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v001
20,proj001,spec002,taco,1,,0,jpg,p-proj001_s-spec002_d-taco_v001_f0000.jpg,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v002/p-proj001_s-spec002_d-taco_v001_f0000.jpg,ValidationError( ['Invalid asset directory name. Expecting: p-proj001_s-spec002_d-taco_v001. Found: p-proj001_s-spec002_d-taco_v002 in /tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v002/p-proj001_s-spec002_d-taco_v001_f0000.jpg.'] ),"{'project': 'proj001', 'specification': 'spec002', 'descriptor': 'taco', 'version': 1, 'frame': 0, 'extension': 'jpg', 'width': 4}",,/tmp/projects/proj001/spec002/taco/p-proj001_s-spec002_d-taco_v002,sequence,"{'project': ['proj001', 'proj001'], 'specification': ['spec002', 'spec002'], 'descriptor': ['taco', 'taco'], 'version': [1, 2], 'frame': [0, 1], 'extension': ['jpg', 'jpg'], 'width': [4, 4, 4], 'filename_error': ['ParseException( p-proj001_s-spec002_d-taco_v002 )', 'ParseException( Illegal version field token in ""p-proj001_s-spec002_d-taco_v02_f0003.jpg"". Expecting: \\d{3} )'], 'width_error': ['ValueError( Could not find a format to read the specified file in single-image mode )']}","DataError(
{'filename_error': 'Rogue field', 'width_error': 'Rogue field'}
)",False,4,,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v002/p-proj001_s-spec002_d-taco_v001_f0000.jpg,proj001/spec002/taco/p-proj001_s-spec002_d-taco_v002
